Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Phone,Fax,Open Hours,URL,Provider,Updated Date,Country,Status,Direction URL,Stock Ticker,Photo Reference,Allergy Region
23242,Labcorp Alameda,37.763922,-122.242167,"2412a Central Ave, Alameda, CA, 94501",2412a Central Ave,Alameda,CA,94501,Alameda,510-864-0543,510-864-4174,monday-friday 7:00am-3:30pm lunch 12:00-1:00pm saturday 8:00a-12:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/2412a+Central+Ave,+Alameda,+CA,+94501,+USA/",LH:NYSE,,1
27806,Labcorp Alamo,37.853647,-122.034893,"1505 St Alphonsus Way, Alamo, CA, 94507",1505 St Alphonsus Way,Alamo,CA,94507,Contra Costa,925-837-2986,925-837-7092,monday-friday 8:00am-4:30pm lunch 12:30p-1:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/1505+St+Alphonsus+Way,+Alamo,+CA,+94507,+USA/",LH:NYSE,,3
18840,Labcorp Albany,37.890502,-122.294952,"1228 Solano Ave, Albany, CA, 94706",1228 Solano Ave,Albany,CA,94706,Alameda,510-525-7921,510-558-8760,appointment only********* monday-friday 6:00am-1:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/1228+Solano+Ave,+Albany,+CA,+94706,+USA/",LH:NYSE,,12
37399,Labcorp Albany,42.670535,-73.779093,"526 Central Avenue, Albany, NY, 12206",526 Central Avenue,Albany,NY,12206,Albany,518-612-7006,518-621-1738,monday-friday 8:00a-4:30p | closed lunch 11:30a-12:30p | drug screens 8:00a-11:00a 1:00p-3:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/526+Central+Avenue,+Albany,+NY,+12206,+USA/",LH:NYSE,,99
23116,Labcorp Albany,42.67271,-73.781991,"400 Patroon Creek Suite 101, Albany, NY, 12206",400 Patroon Creek Suite 101,Albany,NY,12206,Albany,518-616-0093,518-435-8392,m-fr 7:30a-3:30p | closed lunch 12:00p-12:30p | drug screens m-fr 7:30a-11:00a 12:30p-2:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/400+Patroon+Creek+Suite+101,+Albany,+NY,+12206,+USA/",LH:NYSE,,1
37662,Labcorp Albany,42.645533,-73.777994,"62 Hackett Boulevard, Albany, NY, 12209",62 Hackett Boulevard,Albany,NY,12209,Albany,518-741-8382,833-446-0094,monday-friday 7:30a-4:00p | closed lunch 12:00p-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/62+Hackett+Boulevard,+Albany,+NY,+12209,+USA/",LH:NYSE,,5
36993,Labcorp Albany,42.661974,-73.748763,"920 Lark Drive, Albany, NY, 12207",920 Lark Drive,Albany,NY,12207,Albany,518-599-0354,518-599-5088,mon weds 7:30a-6:00p | tues thurs 7:30a-7:30p | friday 7:30a-5:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/920+Lark+Drive,+Albany,+NY,+12207,+USA/",LH:NYSE,,5
3366,Labcorp Albany,42.686072,-73.814028,"1375 Washington Ave Ste 103, Albany, NY, 12206",1375 Washington Ave Ste 103,Albany,NY,12206,Albany,518-458-1786,518-458-1384,m-fr 6:30a-5:00p | sa 7am-11am drug screens and hair m-fr 7:30a-3:00p | sa 7am-10am,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/1375+Washington+Ave+Ste+103,+Albany,+NY,+12206,+USA/",LH:NYSE,,5
36310,Labcorp Albany,31.580499,-84.176215,"300 N Slappey Blvd, Albany, GA, 31701",300 N Slappey Blvd,Albany,GA,31701,Dougherty,229-846-8483,229-431-1052,monday-friday 8:00a-4:30p | lunch 11:30a-12:30p | drug screens 8:00a-11:00a 1:30p-3:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/300+N+Slappey+Blvd,+Albany,+GA,+31701,+USA/",LH:NYSE,,5
19464,Labcorp Albuquerque,35.1289,-106.571,"3901 Georgia Ne Ste C1, Albuquerque, NM, 87110",3901 Georgia Ne Ste C1,Albuquerque,NM,87110,Bernalillo,505-298-0963,505-298-2103,mon-fri 7:30a-12:00p | 1:00p-4:30p | fingerprint 7:30a-11:00a drug screens 7:30a-11:00a 1:00p-3:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/3901+Georgia+Ne+Ste+C1,+Albuquerque,+NM,+87110,+USA/",LH:NYSE,,7
2925,Labcorp Alexandria,38.812175,-77.120908,"5130 Duke St Ste 10, Alexandria, VA, 22304",5130 Duke St Ste 10,Alexandria,VA,22304,Alexandria city,703-823-6294,703-823-6308,m-f 7:00a-4:00p | sat 8:00a-12:00p | drg scrns m-f 9:00a-3:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/5130+Duke+St+Ste+10,+Alexandria,+VA,+22304,+USA/",LH:NYSE,,2
1037,Labcorp Alexandria,38.737252,-77.077661,"8101 Hinson Farm Rd Ste 101, Alexandria, VA, 22303",8101 Hinson Farm Rd Ste 101,Alexandria,VA,22303,Fairfax,703-780-3272,703-780-5132,m-f 8:00a-4:00p | drug screens 12:00p-3:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/8101+Hinson+Farm+Rd+Ste+101,+Alexandria,+VA,+22303,+USA/",LH:NYSE,,7
20025,Labcorp Allen,33.114078,-96.675187,"1111 Raintree Cir Ste 250, Allen, TX, 75013",1111 Raintree Cir Ste 250,Allen,TX,75013,Collin,214-495-9312,214-495-9322,monday-friday 8:00a-5:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/1111+Raintree+Cir+Ste+250,+Allen,+TX,+75013,+USA/",LH:NYSE,,10
31843,Labcorp Alma,31.53911,-82.459687,"302 S Wayne Street, Alma, GA, 31510",302 S Wayne Street,Alma,GA,31510,Bacon,912-632-8961,,m-f 8am - 5pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/302+S+Wayne+Street,+Alma,+GA,+31510,+USA/",LH:NYSE,,8
35642,Labcorp Alpharetta,34.070424,-84.297353,"173 S Main Street, Alpharetta, GA, 30009",173 S Main Street,Alpharetta,GA,30009,Fulton,229-458-8797,678-867-7918,monday-friday 8:00a-5:00p | lunch 12:00p-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/173+S+Main+Street,+Alpharetta,+GA,+30009,+USA/",LH:NYSE,,3
35292,Labcorp Altamonte Springs,28.66263,-81.371121,"106 Boston Ave Suite 104, Altamonte Springs, FL, 32701",106 Boston Ave Suite 104,Altamonte Springs,FL,32701,Seminole,407-834-0804,407-834-8233,mon-fri 6:30a-2:30p | lunch 12:00p-12:30p | saturday 7:00a-12:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/106+Boston+Ave+Suite+104,+Altamonte+Springs,+FL,+32701,+USA/",LH:NYSE,,3
830,Labcorp Altoona,40.521441,-78.397956,"615 Howard Ave 1st Fl, Altoona, PA, 16601",615 Howard Ave 1st Fl,Altoona,PA,16601,Blair,814-943-3115,814-943-7754,mon-fri 7:00am-4:00pm no drug scrs after 3:30pm sat 7:00am-11am,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/615+Howard+Ave+1st+Fl,+Altoona,+PA,+16601,+USA/",LH:NYSE,,6
7025,Labcorp Amarillo,35.192685,-101.914575,"1901 Medi Park Dr Ste 2062, Amarillo, TX, 79106",1901 Medi Park Dr Ste 2062,Amarillo,TX,79106,Potter,806-359-8567,806-353-0246,mon-fri 7:30a-5:30p | drug screens 8:00a-4:30p | biometrics 8:00a-5:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/1901+Medi+Park+Dr+Ste+2062,+Amarillo,+TX,+79106,+USA/",LH:NYSE,,2
7100,Labcorp Amarillo,35.201031,-101.921903,"1301 S Coulter St Ste 105, Amarillo, TX, 79106",1301 S Coulter St Ste 105,Amarillo,TX,79106,Potter,806-354-8430,806-354-8471,mon-fri 8:00am-5:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/1301+S+Coulter+St+Ste+105,+Amarillo,+TX,+79106,+USA/",LH:NYSE,,17
36311,Labcorp Americus,32.073379,-84.221336,"733 E Forsyth St, Americus, GA, 31709",733 E Forsyth St,Americus,GA,31709,Sumter,229-702-7454,229-928-3387,mon-fri 8:00a-4:30p | lunch 12:30p-1:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/733+E+Forsyth+St,+Americus,+GA,+31709,+USA/",LH:NYSE,,17
35547,Labcorp Amityville,40.681072,-73.416843,"275 Broadway, Amityville, NY, 11701",275 Broadway,Amityville,NY,11701,Suffolk,631-800-3232,631-225-1416,monday-friday 7:00a-3:00p | closed lunch 12:00p-12:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/275+Broadway,+Amityville,+NY,+11701,+USA/",LH:NYSE,,5
36436,Labcorp Amsterdam,42.9595,-74.185893,"4999 State Hwy 30, Amsterdam, NY, 12010",4999 State Hwy 30,Amsterdam,NY,12010,Montgomery,518-839-1880,518-842-2509,monday-friday 7:00a-3:30p | closed lunch 11:30a-12:30p | drug screens 7:00a-10:30a 12:30p-2:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/4999+State+Hwy+30,+Amsterdam,+NY,+12010,+USA/",LH:NYSE,,10
24498,Labcorp Anaheim,33.842785,-117.777278,"500 S Anaheim Hills Rd Ste102, Anaheim, CA, 92807",500 S Anaheim Hills Rd Ste102,Anaheim,CA,92807,Orange,714-998-8444,714-998-8381,monday-friday 6:30am-2:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/500+S+Anaheim+Hills+Rd+Ste102,+Anaheim,+CA,+92807,+USA/",LH:NYSE,,11
31276,Labcorp Anaheim,33.847153,-117.931469,"1019 W La Palma Ave Suite C, Anaheim, CA, 92801",1019 W La Palma Ave Suite C,Anaheim,CA,92801,Orange,714-772-6138,714-635-2102,monday-friday 7:00am-3:00pm saturday 7:00a-11:00am drug screen mon-fri only from 10:30a-2:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/1019+W+La+Palma+Ave+Suite+C,+Anaheim,+CA,+92801,+USA/",LH:NYSE,,10
7222,Labcorp Anchorage,61.184324,-149.838209,"4015 Lake Otis Pkwy 100, Anchorage, AK, 99508",4015 Lake Otis Pkwy 100,Anchorage,AK,99508,Municipality of Anchorage,907-561-7666,907-561-7940,monday-friday 7:30am-4:30pm lunch 12:00p-1:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/4015+Lake+Otis+Pkwy+100,+Anchorage,+AK,+99508,+USA/",LH:NYSE,,99
36524,Labcorp Anderson,40.112442,-85.652823,"320 S Scaterfield Rd, Anderson, IN, 46012",320 S Scaterfield Rd,Anderson,IN,46012,Madison,765-840-4555,765-643-0464,mon-fri 8:00am-4:30pm closed lunch 12:00pm-1:00p | drug screens 8:30am-11:30a drug screens 1:00pm-4:00pm nosympcovid 8:30am-4:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/320+S+Scaterfield+Rd,+Anderson,+IN,+46012,+USA/",LH:NYSE,,1
19597,Labcorp Anderson,40.454962,-122.290658,"2805 Childress Dr, Anderson, CA, 96007",2805 Childress Dr,Anderson,CA,96007,Shasta,530-365-4500,530-365-0691,monday-friday 7:00am-3:30pm lunch 12:00-1:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/2805+Childress+Dr,+Anderson,+CA,+96007,+USA/",LH:NYSE,,11
27677,Labcorp Angleton,29.185048,-95.413826,"146 Hospital Drive, Angleton, TX, 77515",146 Hospital Drive,Angleton,TX,77515,Brazoria,979-848-9125,,mon-thur 7:30a-5:30p | fri 7:30a-5p | sat 8a-12p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/146+Hospital+Drive,+Angleton,+TX,+77515,+USA/",LH:NYSE,,2
23377,Labcorp Angola,41.654961,-85.013604,"3250 Intertech Dr Ste C, Angola, IN, 46703",3250 Intertech Dr Ste C,Angola,IN,46703,Steuben,260-624-3105,260-665-7509,mon-fri 7:00am-4:00pm lunch 12:00p-1:00p | no drug scrns nosympcovid 7:30am-3:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/3250+Intertech+Dr+Ste+C,+Angola,+IN,+46703,+USA/",LH:NYSE,,2
35633,Labcorp Ann Arbor,42.261175,-83.736625,"1000 E Stadium, Ann Arbor, MI, 48104",1000 E Stadium,Ann Arbor,MI,48104,Washtenaw,734-228-3454,833-420-0016,mon - fri 8:00am-5:00pm lunch close 12:00pm-1:00p | drug screens 8:00am-11:00a 1:00pm-4:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/1000+E+Stadium,+Ann+Arbor,+MI,+48104,+USA/",LH:NYSE,,5
18892,Labcorp Annapolis,38.985813,-76.550568,"116 Defense Hwy Suite 307, Annapolis, MD, 21401",116 Defense Hwy Suite 307,Annapolis,MD,21401,Anne Arundel,410-224-3288,410-224-3026,monday-friday 7:00a-4:00p | sat 8:00a-12:00pm located on floor 3,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/116+Defense+Hwy+Suite+307,+Annapolis,+MD,+21401,+USA/",LH:NYSE,,2
2664,Labcorp Anniston,33.666534,-85.825024,"1701 Leighton Ave, Anniston, AL, 36207",1701 Leighton Ave,Anniston,AL,36207,Calhoun,256-236-6331,256-236-5388,mon-fri 7:00a-4:00p | saturday 7:00a-11:00a,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/1701+Leighton+Ave,+Anniston,+AL,+36207,+USA/",LH:NYSE,,11
27807,Labcorp Antioch,37.976675,-121.801943,"4045 Lone Tree Way Ste B, Antioch, CA, 94531",4045 Lone Tree Way Ste B,Antioch,CA,94531,Contra Costa,925-779-0945,925-757-6471,monday-friday 7:00am-3:30pm paternity 8:00a-12:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/4045+Lone+Tree+Way+Ste+B,+Antioch,+CA,+94531,+USA/",LH:NYSE,,3
31490,Labcorp Apalachicola,29.724484,-84.991275,"135 Avenue G, Apalachicola, FL, 32320",135 Avenue G,Apalachicola,FL,32320,Franklin,850-653-8853,,mon-fri 8:00a-12:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/135+Avenue+G,+Apalachicola,+FL,+32320,+USA/",LH:NYSE,,3
36295,Labcorp Apex,35.735389,-78.8624,"511 W Williams St, Apex, NC, 27502",511 W Williams St,Apex,NC,27502,Wake,919-709-0628,919-387-6976,mon - fri 7:30am-4:30pm drug screens 10:00am-11:30 2:00pm-3:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/511+W+Williams+St,+Apex,+NC,+27502,+USA/",LH:NYSE,,12
35244,Labcorp Apopka,28.673159,-81.50892,"125 E Main Street, Apopka, FL, 32703",125 E Main Street,Apopka,FL,32703,Orange,407-990-1414,407-814-9974,mon-fri 7:00a-2:00p | lunch 12:00p-12:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/125+E+Main+Street,+Apopka,+FL,+32703,+USA/",LH:NYSE,,5
24708,Labcorp Apple Valley,34.471061,-117.241162,"19341 Bear Valley Rd Ste 102, Apple Valley, CA, 92308",19341 Bear Valley Rd Ste 102,Apple Valley,CA,92308,San Bernardino,760-247-6147,760-247-6257,monday-friday 7:00am-3:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/19341+Bear+Valley+Rd+Ste+102,+Apple+Valley,+CA,+92308,+USA/",LH:NYSE,,5
30998,Labcorp Apple Valley,34.541906,-117.272455,"16008 Kamana Rd Suite 201, Apple Valley, CA, 92307",16008 Kamana Rd Suite 201,Apple Valley,CA,92307,San Bernardino,760-946-9833,760-946-9832,sat. by appt. only********* from 7:00a-10:00am,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/16008+Kamana+Rd+Suite+201,+Apple+Valley,+CA,+92307,+USA/",LH:NYSE,,1
24710,Labcorp Apple Valley,34.541906,-117.272455,"16008 Kamana Rd Suite 201, Apple Valley, CA, 92307",16008 Kamana Rd Suite 201,Apple Valley,CA,92307,San Bernardino,760-946-9833,760-946-9832,monday-friday 7:00am-3:30pm drug screen 8:00am-2:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/16008+Kamana+Rd+Suite+201,+Apple+Valley,+CA,+92307,+USA/",LH:NYSE,,1
27540,Labcorp Arcadia,34.134768,-118.042534,"301 W Huntington Dr Ste 317, Arcadia, CA, 91007",301 W Huntington Dr Ste 317,Arcadia,CA,91007,Los Angeles,626-462-1914,626-462-1915,appointment only********* monday-friday 6:30am-1:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/301+W+Huntington+Dr+Ste+317,+Arcadia,+CA,+91007,+USA/",LH:NYSE,,17
24603,Labcorp Arcadia,34.126476,-118.051983,"622 W Duarte Rd Suite 303, Arcadia, CA, 91007",622 W Duarte Rd Suite 303,Arcadia,CA,91007,Los Angeles,626-294-9934,626-294-9927,appointment recommended for social distancing monday-friday 8:30am-3:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/622+W+Duarte+Rd+Suite+303,+Arcadia,+CA,+91007,+USA/",LH:NYSE,,12
19111,Labcorp Archbald,41.490352,-75.551463,"16 Kennedy Dr, Archbald, PA, 18403",16 Kennedy Dr,Archbald,PA,18403,Lackawanna,570-876-6336,570-876-4619,m-fr 6:30a-2:30p | lunch 12:00p-12:30p | appt required for gtt test over 1 hour,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/16+Kennedy+Dr,+Archbald,+PA,+18403,+USA/",LH:NYSE,,2
30926,Labcorp Arlington,32.748504,-97.077687,"2020 E Randol MIll Rd Ste 302, Arlington, TX, 76011",2020 E Randol MIll Rd Ste 302,Arlington,TX,76011,Tarrant,817-462-1541,817-459-2079,monday-friday 7:30am-5:00pm drug screens 8:30am-4:00pm saturday 8:00-12:00pm no drug scrns saturday,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/2020+E+Randol+MIll+Rd+Ste+302,+Arlington,+TX,+76011,+USA/",LH:NYSE,,2
925,Labcorp Arlington,32.69111,-97.113066,"515 W Mayfield Rd Ste 401, Arlington, TX, 76014",515 W Mayfield Rd Ste 401,Arlington,TX,76014,Tarrant,817-557-3088,817-557-3087,monday-friday 7:30am-5:00pm no drug screens,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/515+W+Mayfield+Rd+Ste+401,+Arlington,+TX,+76014,+USA/",LH:NYSE,,2
1433,Labcorp Arlington,38.883007,-77.116149,"1005 N Glebe Rd Ste 140, Arlington, VA, 22201",1005 N Glebe Rd Ste 140,Arlington,VA,22201,Arlington,703-527-7053,703-294-6889,monday-friday 8:00a-4:00p | drug screens 9:00a-3:00p | last gtt appt 12:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/1005+N+Glebe+Rd+Ste+140,+Arlington,+VA,+22201,+USA/",LH:NYSE,,2
3150,Labcorp Arlington Heights,42.080906,-88.004731,"121 South Wilke Rd 405, Arlington Heights, IL, 60005",121 South Wilke Rd 405,Arlington Heights,IL,60005,Cook,847-368-1336,847-368-8224,mon-fri 8:00am-4:30pm lunch 12:00pm-1:00p | saturday 8:00am-12:00p | drug scrn m-s 9:00am-11:00a drug scrs m-f 2:00pm-4:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,05/01/2022,USA,Open,"https://www.google.com/maps/dir/Current+Location/121+South+Wilke+Rd+405,+Arlington+Heights,+IL,+60005,+USA/",LH:NYSE,,11
