Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Phone,Fax,Open Hours,URL,Provider,Updated Date,Country,Status,Direction URL,Stock Ticker,Photo Reference,Allergy Region
3326,Labcorp Auburn,42.934268,-76.568682,"37 W Garden St Ste 204, Auburn, NY, 13021",37 W Garden St Ste 204,Auburn,NY,13021,Cayuga,315-252-2332,315-252-3222,Monday-Friday 7:30a-3:30p | lunch 12p-1p | drug screens Monday-Friday 7:30a-11:00a 1:00p-2:30p | sat 7:00a-11:00a,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/37+W+Garden+St+Ste+204,+Auburn,+NY,+13021,+USA/",LH:NYSE,ATtYBwI0cZjrOdlV6CZ9Ky3UHJetRqvCa3_n6j8DoHk8fODoziDPRlv3T6jBPywWmYhP3riLEGBTYqDvKJc0IlujpwiVcZTl9r5ks8SaEAHiULg4i_seVxE1W9nrb_hiiGkX4lfsiY_3bb20E4N9KOkn_UckA5JvKPZrH_XxCbp3wME2GR6T,1
2609,Labcorp Augusta,33.480512,-82.098001,"1219 West Wheeler Pkwy Suite D, Augusta, GA, 30909",1219 West Wheeler Pkwy Suite D,Augusta,GA,30909,Richmond,706-210-8467,706-210-0423,mon-fri 7:30am-5:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1219+West+Wheeler+Pkwy+Suite+D,+Augusta,+GA,+30909,+USA/",LH:NYSE,ATtYBwIUdSXLa_lph_zjT2BjPF3OlPqPu6c1AxQG0rOouln8jyxB3p7iI7kfl3o7WswcE6M9mkc6w79mxqFg1UHEpDy6SJl952YTRz56UOcBQs2oVJpYEly74e82XLIlIu1x9JTPNBGiFsTeI2L66WBf-QQG18VRHncNEi-RmlrZxkc0qt2x,3
20734,Labcorp Avondale,33.464438,-112.292054,"10815 W Mcdowell Rd 302, Avondale, AZ, 85323",10815 W Mcdowell Rd 302,Avondale,AZ,85323,Maricopa,623-907-8505,623-907-8531,monday-friday 7:00a-3:00pm drug screens 9:00am-2:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/10815+W+Mcdowell+Rd+302,+Avondale,+AZ,+85323,+USA/",LH:NYSE,ATtYBwKpb0OjbEsZ8taayaIPZX_u4Fjwl2SnX7MYA935SqQuvff3kjTxTcwslDnDAUhibWoF44E608CMXZq9_s4-nadiuacU35FMpxpXY6YHjbaqBpfh-2lhdU0KA1hay8qBZnAzN_s7ElSid1tmW5fV4wSVtevDYYG7OXMZY04hPkduNL6J,12
35612,Labcorp Bangor,44.820112,-68.776211,"543 Broadway, Bangor, ME, 04401",543 Broadway,Bangor,ME,4401,Penobscot,207-922-1300,207-217-6742,sun-saturday 8:00a-8:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/543+Broadway,+Bangor,+ME,+04401,+USA/",LH:NYSE,ATtYBwLjZIuZtT0h1SrqKg4J4JHdTgdOS2WaQWkgxJ2F0oHt_M2bpLN1mors42FByx8ZuSNX864KrZ1aD4V2eY1kL2tA9xcpUcNxKZQBXTCsiPl1JmaaKaZXTceieGtqoG7ddebySkrh_SM2f21DiT0UIkZ0fZMDvcWWctfHerWITS8QHFTn,99
35612,Labcorp Bangor,44.820112,-68.776211,"543 Broadway, Bangor, ME, 04401",543 Broadway,Bangor,ME,4401,Penobscot,207-922-1300,207-217-6742,sun-saturday 8:00a-8:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/543+Broadway,+Bangor,+ME,+04401,+USA/",LH:NYSE,,1
2932,Labcorp Bardstown,37.824957,-85.475417,"919 E Chambers Blvd, Bardstown, KY, 40004",919 E Chambers Blvd,Bardstown,KY,40004,Nelson,502-349-0984,502-350-4231,mon-fri 7:30am-4:30pm lunch 12:00p-1:00p | drug screens 7:30am-11:00a drug screens 1:00pm-3:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/919+E+Chambers+Blvd,+Bardstown,+KY,+40004,+USA/",LH:NYSE,ATtYBwJF0wMtdKEPKUW5QmGZSu__ax9pA5Oe2LHbcTGKCDRNrNAP-ojFZFaSnRYDe-0PcenGze9WZQISsSLavLd_fflfaEKnrIkmNaCKyQk3GNOgU1cFFWPf6fJaaECYUvy2HSX95Ap0mf8AAWRLAu3kZw8eFbpSSQsnQ-lzC6uSV7fUuMY,5
1088,Labcorp Beckley,37.788473,-81.199685,"406 Carriage Dr, Beckley, WV, 25801",406 Carriage Dr,Beckley,WV,25801,Raleigh,304-255-2491,304-255-6322,mon-fri 7:30am-5:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/406+Carriage+Dr,+Beckley,+WV,+25801,+USA/",LH:NYSE,ATtYBwIHu9Qy_W8Zv-lKiA9zECe_hO2WuVWlWW0kXY6znOXcL6l-E_oyjJeS4hYQr_2d8nBT6hcjQKneHcJVFeJGT0HKBRuMiROam-G5N6KXOc0EdeGsdeF1_-kuJ8eZOeyz6lOn4_o8RP9hy213hcoEHepSxLRGFCv6vSFIV2p-k75R5HDn,5
1087,Labcorp Beckley,37.765749,-81.160982,"2401 S Kanawha St, Beckley, WV, 25801",2401 S Kanawha St,Beckley,WV,25801,Raleigh,304-253-2185,304-255-1567,mon-fri 7:00am-3:15pm drug screens 7:00am-3:00pm lunch 12:30-1:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2401+S+Kanawha+St,+Beckley,+WV,+25801,+USA/",LH:NYSE,ATtYBwIHu9Qy_W8Zv-lKiA9zECe_hO2WuVWlWW0kXY6znOXcL6l-E_oyjJeS4hYQr_2d8nBT6hcjQKneHcJVFeJGT0HKBRuMiROam-G5N6KXOc0EdeGsdeF1_-kuJ8eZOeyz6lOn4_o8RP9hy213hcoEHepSxLRGFCv6vSFIV2p-k75R5HDn,5
1086,Labcorp Beckley,37.793914,-81.170614,"212 Professional Park, Beckley, WV, 25801",212 Professional Park,Beckley,WV,25801,Raleigh,304-253-3559,304-255-4318,mon-fri 8:00am-4:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/212+Professional+Park,+Beckley,+WV,+25801,+USA/",LH:NYSE,ATtYBwIHu9Qy_W8Zv-lKiA9zECe_hO2WuVWlWW0kXY6znOXcL6l-E_oyjJeS4hYQr_2d8nBT6hcjQKneHcJVFeJGT0HKBRuMiROam-G5N6KXOc0EdeGsdeF1_-kuJ8eZOeyz6lOn4_o8RP9hy213hcoEHepSxLRGFCv6vSFIV2p-k75R5HDn,5
33796,Labcorp Bellaire,44.960223,-85.198663,"4955 M88 Hwy, Bellaire, MI, 49615",4955 M88 Hwy,Bellaire,MI,49615,Antrim,231-533-9315,231-533-9312,mon-fri 9:00am-5:oopm sa 9:00am-1:00pm drug scrs 9:00am-5:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/4955+M88+Hwy,+Bellaire,+MI,+49615,+USA/",LH:NYSE,ATtYBwI_XENFsMxDqJOR1sw5sb0b6qid08ILdFiX_LcYKkQly12XWglsilyds7W7z5EyVXFWCzmXa6KQXu_278emqWv-7HpxzBl-0NVnkk3sPxctMe4ImFsTw_oleuMwUH7iVvprNI1hbenXh3HUqh8ED4QzJhtsALmUsSx6OSIa4rJOvJ4I,7
2979,Labcorp Berlin,38.329632,-75.21068,"314 Franklin Ave Ste 404, Berlin, MD, 21811",314 Franklin Ave Ste 404,Berlin,MD,21811,Worcester,410-629-0997,410-629-1914,Monday-Friday 6:00a-1:30p | drug screens 9:00a-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/314+Franklin+Ave+Ste+404,+Berlin,+MD,+21811,+USA/",LH:NYSE,ATtYBwJ9umMYO86bFjt9BAIrgku8jzwIsU1aMJUbkDu1MnF4KFWhZCdGDmIojKU8SvlScWCsf0LU9G85OcSzUP-nJ3UfVYjX0jxp44NoAoDId80sJWssMNYX7h666cmvermDEHtZCwv_rwxdCnljKAjzI81je5sk3BK_S2BMrQ2r6xmZ8ojz,2
34923,Labcorp Big Rapids,43.686788,-85.483719,"1010 S State St, Big Rapids, MI, 49307",1010 S State St,Big Rapids,MI,49307,Mecosta,231-287-5053,231-796-3714,,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1010+S+State+St,+Big+Rapids,+MI,+49307,+USA/",LH:NYSE,,7
19864,Labcorp Big Spring,32.234753,-101.490072,"1700 W Fm 700 Suite C, Big Spring, TX, 79720",1700 W Fm 700 Suite C,Big Spring,TX,79720,Howard,432-264-9300,432-264-9302,mon-fri 8:00am-4:00pm lunch 12:00p-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1700+W+Fm+700+Suite+C,+Big+Spring,+TX,+79720,+USA/",LH:NYSE,ATtYBwLhTxef249kNhN_a9Zatv31hBP3-GhyZi7XbpOO3bPlQFKtrxu10LIi8fOW5iR_54D_TQh8poSJbMJNeMfpKth1AGlS5w7asxcyfS_SRxLx36SYnglaoeSNF_mpY76odboXIpdp8Cb2MIP_dx4q9GLG0fl9uPU0huJzHoWtW0n3MlbZ,10
35587,Labcorp Bloomington,40.502271,-88.953031,"1525 N Veterans Parkway, Bloomington, IL, 61704",1525 N Veterans Parkway,Bloomington,IL,61704,McLean,309-884-2500,309-665-0014,mon-fri 7:00am-3:30pm lunch 12-1:00pm sat 7:00am-11:00a drug screens 7:00am-11:30a drug screens 1:00pm-3:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1525+N+Veterans+Parkway,+Bloomington,+IL,+61704,+USA/",LH:NYSE,ATtYBwIddxMeKeuKtdxLhoR02i9cqdiN5fdgQtS8Zu9pnfmnafTxpZQ-6hxC75aImFOBemisvp9MlE_YtPPEShp51oeT_ACb2juvu2lvcwznVKQG5fPuJw8I8wVTptv6D4jUsuiM8mIl5hzgsIboD2RUdYonvqMSVqAhyWiOzvnr6MAWpWWB,8
31489,Labcorp Blountstown,30.458128,-85.049587,"20370 Ne Burns Ave, Blountstown, FL, 32424",20370 Ne Burns Ave,Blountstown,FL,32424,Calhoun,850-674-5411,850-674-2450,mon-fri 6:00a-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/20370+Ne+Burns+Ave,+Blountstown,+FL,+32424,+USA/",LH:NYSE,,3
23152,Labcorp Blue Ridge,34.879557,-84.30126,"51 Overview Drive, Blue Ridge, GA, 30513",51 Overview Drive,Blue Ridge,GA,30513,Fannin,706-946-5227,706-946-5228,mon-th 8:00a-4:00p | lunch 12:00p-1:00p | fri 8:00a-12:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/51+Overview+Drive,+Blue+Ridge,+GA,+30513,+USA/",LH:NYSE,ATtYBwL-WQrJ9wp-mRtWP02Uu509cs34mQLE59Jz6odnghndxKQ4hx2qXguYmh-b2vV3aisLCti0P6KI9AId0y186pfJlsuHDxbhHSuVHDGMTZOQ38KtRMnh64RJ2L0x9Eu776bnKZTf5iiIs4wulFWSiusTDlOf0ZCuDbRcpp6Tuc8nf1Gk,3
35906,Labcorp Bogalusa,30.778263,-89.868455,"433 Plaza Street, Bogalusa, LA, 70427",433 Plaza Street,Bogalusa,LA,70427,Washington Parish,985-298-9009,985-735-3987,mon-fri 7:00a-3:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/433+Plaza+Street,+Bogalusa,+LA,+70427,+USA/",LH:NYSE,,6
35821,Labcorp Boone,36.195374,-81.652738,"2184 Blowing Rock Rd, Boone, NC, 28607",2184 Blowing Rock Rd,Boone,NC,28607,Watauga,828-515-3006,828-264-8350,mon - fri 7:00am-4:00pm closed lunch 12:30p-1:30p | drug screens 7:30a-12:00p | 1:30p-3:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2184+Blowing+Rock+Rd,+Boone,+NC,+28607,+USA/",LH:NYSE,,2
31292,Labcorp Bothell,47.803765,-122.20706,"1909 214th St Se 120, Bothell, WA, 98012",1909 214th St Se 120,Bothell,WA,98012,Snohomish,425-402-1205,425-402-1208,mon-fri 7:30a-4:30p | lunch 12:00p-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1909+214th+St+Se+120,+Bothell,+WA,+98012,+USA/",LH:NYSE,ATtYBwJIQcckL2NAw60Cni8DCcLAQnwHM3WGcuIkyllhvv7zpy60hm2b0w2dNcTIfR1mUjEtBXvvAwGD2QDwXppdr2hYxmFR2Xpck4FZq0DdZNbMCIygw0K8pktaVAbOh9b69z2bcAoVN2q0QSzLCEELWc_E6hovPI0BEJZcmmiKBY2ZHZ0y,17
31290,Labcorp Bothell,47.859335,-122.218214,"1025 153rd St Se 200, Bothell, WA, 98012",1025 153rd St Se 200,Bothell,WA,98012,Snohomish,425-316-3022,425-316-3081,monday-friday 7:00am-4:00pm lunch 12:00p-1:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1025+153rd+St+Se+200,+Bothell,+WA,+98012,+USA/",LH:NYSE,ATtYBwJIQcckL2NAw60Cni8DCcLAQnwHM3WGcuIkyllhvv7zpy60hm2b0w2dNcTIfR1mUjEtBXvvAwGD2QDwXppdr2hYxmFR2Xpck4FZq0DdZNbMCIygw0K8pktaVAbOh9b69z2bcAoVN2q0QSzLCEELWc_E6hovPI0BEJZcmmiKBY2ZHZ0y,17
1089,Labcorp Bridgeport,39.283967,-80.253538,"215 W Main St, Bridgeport, WV, 26330",215 W Main St,Bridgeport,WV,26330,Harrison,304-842-7391,304-842-6083,mon-fri 7:30am-4:00pm lunch 1200p-1:00p | drug screens 7:30am-3:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/215+W+Main+St,+Bridgeport,+WV,+26330,+USA/",LH:NYSE,ATtYBwIA7haPIrD-CDpw4WhRz2scHfgEyHZ-VykpabRTVrdDVWhN_4iWst65HkcYU7oDxGoqakZE0ycuCcopIWAgzzs1YYBvx1fjzmeQaGKug65lkWXyBXzccaF8WnAI1wQqQ1an-vU1zXssEMXDule8VQfxmcnQZGwUNAd2WiDlpebzbJ3m,5
21566,Labcorp Broken Arrow,36.044826,-95.815358,"864 S Aspen Ave, Broken Arrow, OK, 74012",864 S Aspen Ave,Broken Arrow,OK,74012,Tulsa,918-259-1748,918-259-3791,mon-fri 8:00a-5:00p | lunch 12:00p-1:00p | drug screens 8:00a-11:00a 1:00p-4:30p | hair analysis 1:00p-4:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/864+S+Aspen+Ave,+Broken+Arrow,+OK,+74012,+USA/",LH:NYSE,ATtYBwKbFFbnbaR_5LzVBnzRK8nx61hRcT9un4gbusqh5d1PeGEkI4liGxEkYBWhDM64Cple0OWgN7WXyBWU7OUqeemr_9LZy3u9qQOTG5NN6reOKhjwMlsbDqoEe04WwQawtqJ8mYShiWHBeQiIF_mOicNtSB-_rAX_0eeTirrzgFayWy3n,10
31083,Labcorp Broomfield,39.95581,-104.993671,"14300 Orchard Pky, Broomfield, CO, 80023",14300 Orchard Pky,Broomfield,CO,80023,Broomfield,303-255-6874,303-255-6014,mon-fri 7:30am-5:00pm closed lunch 12:00p-1:00p | sat 8:00am-12:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/14300+Orchard+Pky,+Broomfield,+CO,+80023,+USA/",LH:NYSE,ATtYBwJqXp6Zf1o-FXNPUD-d_AVFZmQeSziiZ_oeaxTWEPGj1a1i-tsiXpaR0C-zCQ_hIui7aQqbeM7LmjugT_YcSn8pEZ3cxBLDQe3TW41TVF8hJHfQy7N8_pg486TfxBFldEthSOBaF7SbR8b5HX_WwITTlcFg4XRwyQwwI9J-qzA9OwE,11
7096,Labcorp Brownsville,25.919385,-97.512146,"864 Central Blvd Ste 900, Brownsville, TX, 78520",864 Central Blvd Ste 900,Brownsville,TX,78520,Cameron,956-547-6601,956-547-9122,mon - fri 7:00am-4:00pm drug screens 8:00am-3:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/864+Central+Blvd+Ste+900,+Brownsville,+TX,+78520,+USA/",LH:NYSE,ATtYBwIoFp1f47Sr23YZ51Z-m771tVZxQsJv6oQLqryWwYDK5Ly75zUQqZtO42RQZivhPx_3BUnThSFlPkmJVzS30T2Fjt_DvlINmusbdiRc4qlXJBtwvoK3yYt8FuZXY5Z49YPxfoMQmrX2R0G74oTHY5zSafrKVm36MDnqeK_S2a-uwzEz,10
35611,Labcorp Brunswick,43.907906,-69.915258,"193 Bath Road, Brunswick, ME, 04011",193 Bath Road,Brunswick,ME,4011,Cumberland,207-424-2272,207-424-2272,sun-saturday 8:00a-8:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/193+Bath+Road,+Brunswick,+ME,+04011,+USA/",LH:NYSE,ATtYBwLkS0EzdoCL8GNxCzBstgq5CGgcTj4oSrnwsWNOw5Aof-PlwEIQGDBq_qcNesXqVzbLHKggoJmvSbY8aJTb3dSRspPr1ZRE45sX2T17mEDSkB1MPVwMLLV89X6tH-fz2MTMRuZluzIj0mT8TXNhbTOn_Rek-2kOFnnvhyi5IAlulqF0,99
35611,Labcorp Brunswick,43.907906,-69.915258,"193 Bath Road, Brunswick, ME, 04011",193 Bath Road,Brunswick,ME,4011,Cumberland,207-424-2272,207-424-2272,sun-saturday 8:00a-8:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/193+Bath+Road,+Brunswick,+ME,+04011,+USA/",LH:NYSE,,1
